chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,111478,0,0,0,0,1,2,1.9,1.9,8,Joël,8,145,true,"",,45,111478.jpg,8,Veltman,1.2,false,,a,5,36,8,53478,53478,4312,4312,1.8,1.8,Veltman,90,0,0,1,0,0,0,0,0,0,0,2,34,20.6,1.3,0,2.2,1,0.0,0.0,0.0,0.45,65,18,196,53,300,118,167,46,,"",,"",,"",0.0,0,0.0,0.0,0.45,0.0,361,65,13,2,13,2,169,63,1.0,1.0
25.0,25.0,489639,0,0,0,0,0,1,0.6,0.6,0,Bart,0,146,false,Unknown - 25% chance of playing,2024-08-12T14:30:04.523944Z,45,489639.jpg,0,Verbruggen,0.5,false,,d,5,36,0,145,145,4577,4577,0.0,0.0,Verbruggen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,437,64,443,55,395,55,448,64,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,480,37,448,64,448,64,259,36,0.0,0.0
,,110735,0,0,0,0,0,2,1.9,1.9,1,Adam,1,147,false,"",,45,110735.jpg,1,Webster,0.1,false,,a,5,36,1,196,196,514,514,0.2,0.2,Webster,14,0,0,0,0,0,0,0,0,0,0,0,9,5.6,0.7,2,0.8,0,0.0,0.02,0.02,0.0,211,85,231,72,163,44,247,86,,"",,"",,"",0.0,0,0.13,0.13,0.0,0.0,359,64,190,63,190,63,431,163,0.0,0.0
,,50175,0,0,0,0,1,4,1.7,1.7,12,Danny,12,148,true,"",,55,50175.jpg,12,Welbeck,2.6,false,,a,5,36,12,117420,117420,12454,12454,2.2,2.2,Welbeck,90,1,1,1,0,0,0,0,0,0,0,3,41,61.4,24.8,25,11.1,1,0.2,0.04,0.24,0.45,2,1,35,1,31,8,6,2,,"",3.0,"",3.0,"",0.2,0,0.04,0.24,0.45,0.0,96,29,2,1,2,1,112,17,1.0,1.0
,,467779,0,0,0,0,0,3,1.6,1.6,6,Mats,6,149,false,"",,50,467779.jpg,6,Wieffer,0.1,false,,a,5,36,6,4540,4540,854,854,1.2,1.2,Wieffer,90,0,1,1,0,0,0,0,0,0,0,0,20,31.0,16.3,0,4.7,1,0.0,0.02,0.02,0.45,33,16,58,46,520,220,66,45,,"",,"",,"",0.0,0,0.02,0.02,0.45,0.0,287,185,41,14,41,14,425,153,1.0,1.0
,,513433,0,0,0,0,0,3,2.0,2.0,0,Brajan,0,595,false,"",,55,513433.jpg,0,Gruda,0.0,false,,a,5,36,0,169,169,292,292,0.0,0.0,Gruda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,587,263,593,264,583,257,593,264,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,168,103,590,265,590,265,544,229,0.0,0.0
,,509416,0,0,0,0,0,3,1.6,1.6,1,Yasin,1,600,false,"",,50,509416.jpg,1,Ayari,0.0,false,,a,5,36,1,167,167,99,99,0.2,0.2,Ayari,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0,0.0,0,0.0,0.0,0.0,0.0,545,239,269,146,535,229,557,242,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,311,200,254,119,254,119,582,253,0.0,0.0
0.0,,513834,0,0,0,0,0,3,0.0,1.6,0,Andrew,0,601,false,Loaned to Stoke City,2024-08-20T12:19:09.002604Z,50,513834.jpg,0,Moran,0.0,false,,u,5,36,0,24,24,42,42,0.0,0.0,Moran,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,548,241,558,245,538,231,560,244,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,314,202,555,243,555,243,594,260,0.0,0.0
,,472739,0,0,0,0,0,1,1.0,1.0,0,Carl,0,615,false,"",,40,472739.jpg,0,Rushworth,0.0,false,,a,5,36,0,956,956,164,164,0.0,0.0,Rushworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,331,44,322,25,248,25,342,44,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,599,63,340,45,340,45,565,64,0.0,0.0
,,463067,0,0,0,0,0,3,2.0,2.0,0,Georginio,0,618,false,"",,55,463067.jpg,0,Rutter,0.0,false,,a,5,36,0,143,143,2,2,0.0,0.0,Georginio,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,579,256,587,259,577,252,587,259,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,157,94,583,259,583,259,614,275,0.0,0.0
0.0,0.0,532605,0,0,0,0,0,3,0.0,0.0,0,Andrey,0,150,false,Has joined Strasbourg on a season-long loan,2024-08-05T10:16:34.176364Z,45,532605.jpg,0,Nascimento dos Santos,0.0,false,,u,6,8,0,0,0,164,164,0.0,0.0,Andrey Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,466,185,472,192,427,160,477,188,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,517,264,478,190,478,190,597,263,0.0,0.0
,,518620,0,0,0,0,0,3,1.0,0.0,0,Ângelo Gabriel,0,151,false,"",,45,518620.jpg,0,Borges Damaceno,0.3,false,,a,6,8,0,821,821,1922,1922,0.0,0.0,Ângelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,460,180,466,187,421,155,471,183,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,510,259,472,185,472,185,290,95,0.0,0.0
,,109745,0,0,0,0,0,1,2.2,1.2,0,Kepa,0,152,false,"",,45,109745.jpg,0,Arrizabalaga,0.3,false,,a,6,8,0,931,931,2386,2386,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,367,53,365,39,298,39,378,53,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,358,21,374,53,374,53,297,43,0.0,0.0
,,242880,0,0,0,0,0,2,1.9,0.9,0,Benoît,0,153,false,"",,45,242880.jpg,0,Badiashile,0.1,false,,a,6,8,0,640,640,1247,1247,0.0,0.0,B.Badiashile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,409,177,413,177,355,156,420,178,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,435,121,419,174,419,174,407,154,0.0,0.0
,,482158,0,0,0,0,0,1,1.0,0.0,0,Lucas,0,154,false,"",,40,482158.jpg,0,Bergström,0.2,false,,a,6,8,0,872,872,519,519,0.0,0.0,Bergström,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,334,45,325,26,251,26,345,45,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,602,64,343,46,343,46,339,52,0.0,0.0
,,122074,0,0,0,0,0,1,1.0,0.0,0,Marcus,0,155,false,"",,40,122074.jpg,0,Bettinelli,0.4,false,,a,6,8,0,659,659,660,660,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,293,26,283,7,208,7,304,26,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,554,45,301,27,301,27,280,40,0.0,0.0
,,440323,0,0,0,0,0,4,1.7,0.7,0,Armando,0,156,false,"",,55,440323.jpg,0,Broja,0.1,false,,a,6,8,0,557,557,1060,1060,0.0,0.0,Broja,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,575,55,584,60,574,58,584,60,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,149,38,580,58,580,58,455,63,0.0,0.0
,,486672,0,0,0,0,0,3,1.6,0.6,1,Moisés,1,157,false,"",,50,486672.jpg,1,Caicedo Corozo,0.7,false,,a,6,8,1,3680,3680,4774,4774,0.2,0.2,Caicedo,90,0,0,0,2,0,0,0,1,0,0,0,12,11.6,28.3,2,4.2,1,0.03,0.06,0.09,0.77,142,52,27,24,181,99,78,52,,"",,"",,"",0.03,0,0.06,0.09,0.77,2.0,297,191,249,117,249,117,214,72,1.0,0.0
,,505187,0,0,0,0,0,3,1.0,0.0,0,Cesare,0,158,false,"",,45,505187.jpg,0,Casadei,0.1,false,,a,6,8,0,815,815,962,962,0.0,0.0,Casadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,455,177,461,184,415,151,466,180,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,502,254,466,182,466,182,418,148,0.0,0.0
,,180736,0,0,0,0,0,2,1.9,0.9,0,Trevoh,0,159,false,"",,45,180736.jpg,0,Chalobah,0.2,false,,a,6,8,0,534,534,1540,1540,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,378,154,380,153,315,126,389,155,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,383,80,386,149,386,149,364,136,0.0,0.0
,,172850,0,0,0,0,0,2,2.4,1.4,0,Ben,0,160,false,"",,50,172850.jpg,0,Chilwell,0.9,false,,a,6,8,0,2597,2597,8781,8781,0.0,0.0,Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,500,188,510,189,472,182,511,189,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,213,23,513,188,513,188,192,67,0.0,0.0
,,478912,0,0,0,0,0,3,1.6,0.6,0,Carney,0,161,false,"",,50,478912.jpg,0,Chukwuemeka,0.1,false,,a,6,8,0,191,191,575,575,0.0,0.0,Chukwuemeka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,536,235,549,241,525,224,548,238,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,292,189,547,238,547,238,502,195,0.0,0.0
,,460028,0,0,0,0,0,2,1.9,0.9,1,Levi,1,162,false,"",,45,460028.jpg,1,Colwill,0.8,false,,a,6,8,1,8881,8881,3343,3343,0.2,0.2,Colwill,90,0,0,0,2,0,0,0,0,0,0,0,8,20.4,0.8,0,2.1,1,0.0,0.01,0.01,0.77,66,19,227,70,378,165,174,51,,"",,"",,"",0.0,0,0.01,0.01,0.77,2.0,461,133,208,80,208,80,205,74,1.0,0.0
,,179268,0,0,0,0,0,2,2.4,1.4,2,Marc,2,163,false,"",,50,179268.jpg,2,Cucurella Saseta,6.5,false,,a,6,8,2,29083,29083,25673,25673,0.4,0.4,Cucurella,79,0,0,0,1,0,0,0,0,0,0,0,16,18.0,4.0,2,2.4,1,0.0,0.02,0.02,0.69,85,29,139,31,178,53,156,42,,"",,"",,"",0.0,0,0.02,0.02,0.79,1.1400000000000001,215,24,126,46,126,46,60,22,1.1400000000000001,0.0
,,520295,0,0,0,0,0,4,1.7,0.7,0,David Datro,0,164,false,"",,55,520295.jpg,0,Fofana,0.1,false,,a,6,8,0,787,787,1575,1575,0.0,0.0,D.D.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,588,58,594,63,584,61,594,63,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,170,44,591,61,591,61,405,55,0.0,0.0
,,617054,0,0,0,0,0,4,1.4,0.4,0,Deivid Washington,0,165,false,"",,50,617054.jpg,0,de Souza Eugênio,0.1,false,,a,6,8,0,728,728,909,909,0.0,0.0,Deivid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,555,50,565,57,547,54,567,57,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,325,62,562,55,562,55,454,62,0.0,0.0
,,215413,0,0,0,0,0,3,2.2,1.2,1,Kiernan,1,166,false,"",,60,215413.jpg,1,Dewsbury-Hall,0.3,false,,a,6,8,1,691,691,2622,2622,0.2,0.2,Dewsbury-Hall,24,0,0,0,1,0,0,0,0,0,0,0,4,2.0,1.6,0,0.4,0,0.0,0.01,0.01,0.11,261,128,187,118,590,261,273,134,,"",,"",,"",0.0,0,0.04,0.04,0.41000000000000003,3.75,80,52,273,133,273,133,322,106,0.0,0.0
,,220362,0,0,0,0,0,2,1.9,0.9,0,Axel,0,167,false,"",,45,220362.jpg,0,Disasi,0.4,false,,a,6,8,0,996,996,4146,4146,0.0,0.0,Disasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,395,168,398,167,335,142,406,169,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,410,102,404,164,404,164,261,96,0.0,0.0
,,448047,0,0,0,0,0,3,1.6,0.6,2,Enzo,2,168,false,"",,50,448047.jpg,2,Fernández,1.6,false,,a,6,8,2,15474,15474,9681,9681,0.4,0.4,Enzo,90,0,0,0,2,0,0,0,0,0,0,0,16,9.6,10.0,26,4.6,1,0.22,0.08,0.3,0.77,163,68,113,77,29,20,69,46,1.0,"",5.0,"",4.0,"",0.22,0,0.08,0.30000000000000004,0.77,2.0,279,179,138,64,138,64,155,51,1.0,0.0
,,232787,0,0,0,0,0,3,2.2,1.2,0,Conor,0,169,false,"",,60,232787.jpg,0,Gallagher,0.8,false,,a,6,8,0,1305,1305,11741,11741,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,594,266,599,267,592,263,599,267,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,85,55,596,268,596,268,203,68,0.0,0.0
0.0,0.0,514280,0,0,0,0,0,2,0.0,0.0,0,Alfie,0,170,false,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,514280.jpg,0,Gilchrist,0.1,false,,u,6,8,0,0,0,1341,1341,0.0,0.0,Gilchrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,340,127,331,123,258,90,351,128,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,609,192,349,122,349,122,451,169,0.0,0.0
,,482609,0,0,0,0,0,2,2.4,1.4,1,Malo,1,171,false,"",,50,482609.jpg,1,Gusto,3.2,false,,a,6,8,1,15633,15633,10232,10232,0.2,0.2,Gusto,90,0,0,0,2,0,0,0,0,0,0,0,0,7.0,2.8,6,1.6,1,0.0,0.07,0.07,0.77,198,81,159,39,119,30,215,73,,"",,"",,"",0.0,0,0.07,0.07,0.77,2.0,295,40,247,88,247,88,102,38,1.0,0.0
0.0,0.0,225796,0,0,0,0,0,2,0.0,0.0,0,Reece,0,172,false,Suspended until 14 Sep,2024-07-17T13:30:05.006577Z,50,225796.jpg,0,James,0.1,false,,s,6,8,0,163,163,1155,1155,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,513,192,526,194,493,190,525,194,4.0,"",2.0,"",,"",0.0,0,0.0,0.0,0.0,0.0,249,34,526,192,526,192,443,167,0.0,0.0
,,549068,0,0,0,0,0,3,1.0,0.0,0,Omari,0,173,false,"",,45,549068.jpg,0,Kellyman,0.0,false,,a,6,8,0,177,177,260,260,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,469,188,475,195,430,163,480,191,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,521,267,481,193,481,193,536,223,0.0,0.0
,,514356,0,0,0,0,0,3,1.0,0.0,2,Roméo,2,174,false,"",,45,514356.jpg,2,Lavia,1.3,false,,a,6,8,2,27830,27830,5520,5520,0.4,0.4,Lavia,65,0,0,0,1,0,0,0,0,0,0,0,18,15.2,13.5,0,2.9,1,0.0,0.18,0.18,0.66,101,33,86,64,418,153,125,74,,"",,"",,"",0.0,0,0.25,0.25,0.91,1.38,507,257,117,48,117,48,166,55,1.38,0.0
,,66749,0,0,0,0,0,4,2.1,1.1,0,Romelu,0,175,false,"",,65,66749.jpg,0,Lukaku Bolingoli,0.6,false,,a,6,8,0,3016,3016,11411,11411,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,602,63,607,67,601,65,607,67,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,39,18,604,65,604,65,221,37,0.0,0.0
0.0,0.0,204727,0,0,0,0,0,2,0.0,0.0,0,Malang,0,176,false,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,204727.jpg,0,Sarr,0.0,false,,u,6,8,0,0,0,145,145,0.0,0.0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,388,161,390,160,325,133,399,162,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,396,90,396,156,396,156,602,200,0.0,0.0
,,248857,0,0,0,0,0,3,2.3,1.3,0,Noni,0,177,false,"",,65,248857.jpg,0,Madueke,0.4,false,,a,6,8,0,1161,1161,5072,5072,0.0,0.0,Madueke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,609,277,613,277,609,275,613,277,,"",,"",3.0,"",0.0,0,0.0,0.0,0.0,0.0,59,39,609,277,609,277,278,90,0.0,0.0
,,499309,0,0,0,0,0,4,1.4,0.4,1,Marc,1,178,false,"",,50,499309.jpg,1,Guiu Paz,0.8,false,,a,6,8,1,6348,6348,5760,5760,0.2,0.2,Marc Guiu,24,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0,0.0,0,0.0,0.0,0.0,0.11,543,47,254,28,532,51,555,54,,"",,"",,"",0.0,0,0.0,0.0,0.41000000000000003,3.75,307,59,252,26,252,26,206,34,0.0,0.0
,,465920,0,0,0,0,0,3,2.3,1.3,0,Mykhailo,0,179,false,"",,65,465920.jpg,0,Mudryk,0.4,false,,a,6,8,0,963,963,3544,3544,0.0,0.0,Mudryk,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,610,278,614,278,610,276,614,278,3.0,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,66,45,610,278,610,278,287,93,0.0,0.0
,,517052,0,0,0,0,0,4,2.4,1.4,2,Nicolas,2,180,false,"",,75,517052.jpg,2,Jackson,2.0,false,,a,6,8,2,18411,18411,11997,11997,0.3,0.3,N.Jackson,65,0,0,0,1,0,0,0,0,0,0,0,3,4.6,23.6,23,5.1,1,0.47,0.06,0.53,0.66,224,17,39,3,39,11,59,12,,"",,"",,"",0.65,0,0.08,0.73,0.91,1.38,23,10,171,18,171,18,137,22,1.38,0.0
,,213198,0,0,0,0,0,3,2.3,1.3,1,Christopher,1,181,false,"",,65,213198.jpg,1,Nkunku,16.0,false,,a,6,8,1,37121,37121,58097,58097,0.2,0.2,Nkunku,57,0,0,0,1,0,0,0,0,0,0,0,6,7.8,13.5,13,3.4,1,0.15,0.06,0.21,0.66,186,78,87,65,73,47,98,64,,"",,"",2.0,"",0.24,0,0.09,0.33,1.04,1.58,51,31,279,139,279,139,26,11,1.58,0.0
,,244851,0,0,0,0,0,3,3.4,2.4,2,Cole,2,182,false,"",,105,244851.jpg,2,Palmer,35.8,false,,a,6,8,2,32228,32228,115218,115218,0.2,0.2,Palmer,90,0,0,0,2,0,0,0,0,0,0,0,18,20.4,37.8,10,6.8,1,0.07,0.19,0.26,0.77,67,25,17,15,80,52,33,26,2.0,"",1.0,"",1.0,"",0.07,0,0.19,0.26,0.77,2.0,3,2,174,89,174,89,4,1,1.0,0.0
,,457569,0,0,0,0,0,1,2.2,1.2,0,Đorđe,0,183,false,"",,45,457569.jpg,0,Petrović,0.8,false,,a,6,8,0,683,683,6375,6375,0.0,0.0,Petrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,425,62,429,52,377,52,436,62,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,460,34,436,62,436,62,208,30,0.0,0.0
,,551230,0,0,0,0,0,3,1.0,0.0,1,Renato,1,184,false,"",,45,551230.jpg,1,Palma Veiga,0.1,false,,a,6,8,1,1097,1097,546,546,0.2,0.2,Renato Veiga,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.08,473,191,237,137,434,166,484,194,,"",,"",,"",0.0,0,0.0,0.0,0.72,9.0,525,270,215,94,215,94,444,159,0.0,0.0
,,215059,0,0,0,0,0,1,2.2,1.2,2,Robert,2,185,false,"",,45,215059.jpg,2,Sánchez,2.9,false,,a,6,8,2,25684,25684,7083,7083,0.4,0.4,Sánchez,90,0,0,0,2,0,0,0,0,0,3,0,7,23.4,0.0,0,2.3,1,0.0,0.0,0.0,0.77,55,14,396,46,332,46,159,14,,"",,"",,"",0.0,3,0.0,0.0,0.77,2.0,405,28,108,17,108,17,106,15,1.0,0.0
,,103955,0,0,0,0,0,3,2.5,1.5,0,Raheem,0,186,false,"",,70,103955.jpg,0,Sterling,1.8,false,,a,6,8,0,2025,2025,16434,16434,0.0,0.0,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,612,279,616,279,613,277,616,279,,"",3.0,"",,"",0.0,0,0.0,0.0,0.0,0.0,26,14,612,279,612,279,148,50,0.0,0.0
,,109646,0,0,0,0,0,2,1.9,0.9,0,Tosin,0,187,false,"",,45,109646.jpg,0,Adarabioyo,0.3,false,,a,6,8,0,197,197,2051,2051,0.0,0.0,Tosin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,366,147,364,145,297,117,377,148,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,357,63,373,141,373,141,331,122,0.0,0.0
,,444463,0,0,0,0,0,2,1.9,0.9,1,Wesley,1,189,false,"",,45,444463.jpg,1,Fofana,0.4,false,,a,6,8,1,4705,4705,1686,1686,0.2,0.2,W.Fofana,90,0,0,0,2,0,0,0,0,0,0,0,3,11.6,1.3,6,1.9,1,0.04,0.01,0.05,0.77,140,61,199,56,112,25,186,56,,"",,"",,"",0.04,0,0.01,0.05,0.77,2.0,451,130,205,77,205,77,289,109,1.0,0.0
,,247632,0,0,0,0,0,3,2.3,1.3,1,Pedro,1,560,false,"",,65,247632.jpg,1,Lomba Neto,1.2,false,,a,6,8,1,5089,5089,8878,8878,0.2,0.2,Neto,32,0,0,0,1,0,0,0,0,0,0,0,6,7.4,26.7,9,4.3,0,0.04,0.16,0.2,0.11,192,82,31,27,85,56,75,51,,"",,"",,"",0.11,0,0.45,0.56,0.31,2.81,58,38,281,141,281,141,174,57,0.0,0.0
0.0,0.0,488464,0,0,0,0,0,2,0.0,0.0,0,Caleb,0,575,false,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,488464.jpg,0,Wiley,0.1,false,,u,6,8,0,0,0,853,853,0.0,0.0,Wiley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,335,124,326,120,252,86,346,125,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,603,188,344,119,344,119,513,183,0.0,0.0
,,508479,0,0,0,0,0,1,2.2,1.2,0,Filip,0,581,false,"",,45,508479.jpg,0,Jørgensen,0.3,false,,a,6,8,0,616,616,2040,2040,0.0,0.0,Jørgensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,457,65,463,56,417,56,468,65,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,504,38,468,65,468,65,291,41,0.0,0.0
,,466117,0,0,0,0,0,3,1.0,1.0,0,Naouirou,0,190,false,"",,45,466117.jpg,0,Ahamada,0.4,false,,a,7,31,0,1668,1668,1986,1986,0.0,0.0,Ahamada,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,431,160,436,167,385,133,442,163,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,468,234,442,165,442,165,281,91,0.0,0.0
,,174874,0,0,0,0,0,2,1.9,1.9,0,Joachim,0,191,false,"",,45,174874.jpg,0,Andersen,18.7,false,,a,7,31,0,14921,14921,83816,83816,0.0,0.0,Andersen,90,0,0,0,2,0,0,0,1,0,0,0,3,18.4,2.9,7,2.8,1,0.04,0.02,0.06,1.59,81,27,154,37,99,18,130,32,,"",,"",,"",0.04,0,0.02,0.06,1.5899999999999999,2.0,382,79,385,148,385,148,18,6,1.0,0.0
,,80146,0,0,0,0,0,3,2.0,2.0,0,Jordan,0,192,false,"",,55,80146.jpg,0,Ayew,0.4,false,,a,7,31,0,1193,1193,4511,4511,0.0,0.0,J.Ayew,20,0,0,0,1,0,0,0,1,0,0,0,-5,0.2,12.8,7,2.0,0,0.46,0.01,0.47,0.95,277,138,92,68,102,64,181,93,3.0,"",,"",,"",2.07,0,0.04,2.11,4.28,4.5,99,59,564,248,564,248,263,87,0.0,0.0
,,438464,0,0,0,0,0,3,1.6,1.6,1,Cheick,1,193,false,"",,50,438464.jpg,1,Doucouré,0.1,false,,a,7,31,1,383,383,718,718,0.2,0.2,C.Doucouré,6,0,0,0,0,0,0,0,0,0,0,0,4,0.4,2.8,0,0.3,0,0.0,0.0,0.0,0.0,273,135,158,105,509,212,279,137,,"",,"",,"",0.0,0,0.0,0.0,0.0,0.0,272,174,240,112,240,112,456,163,0.0,0.0
,,427623,0,0,0,0,0,2,1.9,1.9,0,Chris,0,194,false,"",,45,427623.jpg,0,Richards,0.2,false,,a,7,31,0,387,387,1012,1012,0.0,0.0,C.Richards,83,0,0,0,2,0,0,0,1,0,0,0,1,16.4,1.8,0,1.8,1,0.0,0.01,0.01,1.59,92,33,175,47,364,160,194,60,,"",,"",,"",0.0,0,0.01,0.01,1.72,2.17,444,125,427,177,427,177,371,140,1.08,0.0
